date,platform,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,video_views,ctr,cpc,cpm,cpa,conversion_value,engagement_rate,likes,shares,comments,video_completion_rate
29-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44567,878,570.8,23,,0.0197,0.65,12.8077,24.8174,1150,,,,,
29-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68456,2289,419.5,66,,0.0334,0.18,6.128,6.3561,3300,,,,,
29-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131234,467,128.9,13,,0.0036,0.28,0.9822,9.9154,650,,,,,
29-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,234567,0.0146,0.1315,1.9262,12.9465,,0.0477,10345,2789,656,0.2184
29-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,109876,0.0192,0.2697,5.1808,9.9061,,0.0466,5456,1567,289,0.2509
29-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,195678,0.0158,0.1203,1.9041,13.7588,,0.0467,8567,2345,567,0.234
29-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,356789,0.0163,0.1534,2.4957,9.8766,,0.061,18890,5456,1489,0.3062
30-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49234,1001,142.8,16,9012,0.0203,0.1427,2.9004,8.925,,0.0203,,,,
30-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14123,645,236.9,41,1423,0.0457,0.3673,16.7741,5.778,,0.0457,,,,
30-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37890,1412,216.5,30,4956,0.0373,0.1533,5.7139,7.2167,,0.0373,,,,
30-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72123,261,91.3,7,48567,0.0036,0.3498,1.2659,13.0429,,0.0036,,,,
30-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25456,1334,254.6,50,,0.0524,0.19,10.0016,5.092,2500,,,,,
30-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45890,912,587.7,24,,0.0199,0.64,12.8067,24.4875,1200,,,,,
30-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70234,2367,432.1,68,,0.0337,0.18,6.1523,6.3544,3400,,,,,
30-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133456,478,131.2,14,,0.0036,0.27,0.9831,9.3714,700,,,,,
30-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,295678,4345,573.2,44,241234,0.0147,0.1319,1.9386,13.0273,,0.0477,10567,2856,667,0.2188
30-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,161234,3089,823.7,83,113456,0.0192,0.2667,5.1087,9.9241,,0.046,5523,1589,301,0.2489
30-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,251234,3967,481.5,35,198901,0.0158,0.1214,1.9165,13.7571,,0.0462,8678,2378,556,0.2341
30-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,434567,7012,1089.3,109,367890,0.0161,0.1553,2.5066,9.9936,,0.0605,19234,5534,1523,0.3024
